2, 0
2, 1
2, 1
3, 2
4, 2
4, 2
5, 2
5, 2
6, 1
7, 2
8, 1
9, 3
10, 2
10, 1
11, 3
11, 1
11, 2
11, 2
11, 1
11, 1
11, 2
12, 1
12, 0
12, 0
10, 1
9, 0
9, 0
9, 1
9, 1
10, 1
9, 0
10, 2
8, 1
9, 2
10, 2
11, 1
11, 2
12, 2
13, 1
13, 1
13, 0
13, 2
13, 0
13, 1
14, 3
14, 1
14, 1
15, 2
16, 3
16, 1
17, 1
15, 2
14, 0
13, 1
12, 1
13, 1
13, 1
11, 1
12, 3
12, 2
12, 3
11, 2
12, 1
13, 0
12, 2
13, 1
13, 1
15, 1
17, 0
17, 1
18, 2
16, 0
15, 1
16, 1
17, 1
15, 0
15, 0
16, 1
16, 1
16, 0
15, 1
16, 2
17, 1
17, 0
17, 2
16, 1
17, 1
18, 1
18, 2
17, 1
17, 1
16, 0
15, 0
16, 1
17, 2
19, 0
19, 2
19, 0
15, 0
14, 0
13, 2
12, 0
10, 0
11, 1
11, 0
11, 0
12, 0
12, 1
13, 1
14, 1
15, 0
17, 1
17, 2
18, 2
19, 1
19, 0
19, 0
18, 1
16, 0
16, 1
17, 0
17, 1
17, 1
18, 1
19, 2
19, 0
17, 0
17, 1
17, 0
17, 1
13, 1
13, 0
13, 0
13, 1
13, 1
10, 0
9, 0
10, 1
10, 0
9, 0
9, 0
9, 0
10, 1
11, 1
11, 1
12, 2
12, 1
12, 1
14, 1
15, 1
16, 2
18, 1
18, 1
18, 3
14, 1
15, 2
13, 1
13, 0
13, 0
14, 0
14, 0
14, 0
15, 2
15, 1
15, 0
15, 0
16, 1
16, 0
12, 0
12, 0
13, 2
11, 0
11, 1
11, 0
11, 0
11, 0
12, 1
13, 1
13, 1
17, 1
17, 1
16, 0
16, 0
17, 0
17, 1
16, 0
16, 0
16, 0
17, 0
18, 2
12, 0
13, 0
13, 2
14, 1
14, 1
14, 0
11, 0
11, 0
11, 0
11, 1
12, 0
12, 1
12, 2
12, 1
10, 0
10, 1
11, 0
12, 1
15, 1
15, 2
15, 0
16, 1
17, 2
18, 2
18, 1
19, 1
18, 2
19, 0
19, 1
19, 2
20, 2
21, 2
21, 2
17, 2
18, 2
16, 1
15, 3
16, 1
17, 1
17, 1
18, 1
13, 2
13, 0
13, 1
15, 1
16, 2
15, 2
15, 3
15, 0
15, 2
14, 0
14, 1
15, 2
15, 0
15, 0
15, 0
15, 0
15, 0
16, 0
16, 1
16, 0
14, 0
14, 0
15, 1
16, 2
19, 0
20, 2
15, 0
16, 1
16, 1
15, 0
16, 1
12, 0
14, 2
14, 0
15, 0
14, 1
15, 1
16, 1
17, 1
17, 0
18, 1
18, 2
19, 1
19, 1
19, 0
19, 1
14, 2
15, 2
13, 0
14, 1
15, 0
15, 1
13, 1
14, 2
15, 0
16, 1
11, 0
12, 0
12, 2
12, 2
13, 1
14, 1
15, 1
14, 2
15, 2
14, 1
13, 0
14, 1
15, 1
16, 1
15, 1
16, 1
17, 1
18, 1
14, 0
15, 1
15, 0
16, 1
17, 1
17, 0
17, 0
16, 0
17, 0
17, 1
16, 0
17, 1
18, 1
18, 0
19, 1
17, 0
17, 0
17, 0
19, 1
19, 0
19, 0
20, 1
16, 0
17, 2
14, 0
15, 2
15, 1
14, 0
13, 1
13, 0
13, 0
14, 0
14, 2
14, 1
14, 1
14, 1
14, 1
13, 0
14, 1
15, 2
14, 0
14, 1
15, 1
15, 0
12, 0
13, 1
14, 1
14, 0
14, 1
14, 1
15, 1
15, 1
15, 1
15, 1
15, 2
14, 2
14, 0
16, 1
15, 0
15, 2
16, 0
16, 1
15, 0
15, 0
16, 0
16, 1
16, 2
15, 0
16, 1
17, 1
17, 0
18, 1
18, 0
16, 0
17, 1
18, 2
17, 0
15, 0
16, 0
16, 1
17, 2
18, 2
18, 2
19, 1
20, 1
21, 1
21, 0
21, 0
21, 0
20, 0
19, 0
20, 1
20, 1
20, 2
19, 1
20, 1
20, 1
21, 0
20, 0
20, 0
21, 1
18, 1
18, 0
16, 0
16, 1
15, 1
15, 0
16, 1
13, 0
12, 1
13, 1
12, 0
13, 2
13, 1
12, 0
12, 1
14, 1
15, 0
15, 2
16, 1
15, 1
15, 2
16, 1
17, 0
17, 0
18, 1
19, 0
21, 1
20, 0
20, 1
19, 2
20, 2
20, 0
20, 0
21, 2
19, 1
17, 0
17, 1
19, 1
20, 1
19, 0
19, 1
20, 1
18, 0
19, 2
18, 1
18, 0
18, 1
18, 0
14, 0
14, 0
15, 0
15, 2
16, 0
16, 0
16, 1
17, 1
17, 1
18, 1
18, 0
18, 1
19, 2
20, 1
21, 1
19, 0
18, 0
16, 1
16, 1
18, 1
20, 1
21, 0
21, 1
21, 1
21, 1
20, 0
20, 0
18, 0
19, 1
17, 0
18, 1
17, 1
15, 2
14, 1
13, 1
12, 0
13, 1
13, 0
14, 1
11, 0
12, 0
11, 0
11, 1
11, 0
11, 1
12, 1
13, 2
11, 1
9, 0
9, 1
10, 2
10, 1
9, 0
11, 1
12, 1
12, 1
12, 1
13, 2
14, 2
14, 1
15, 1
12, 2
14, 1
15, 2
16, 1
18, 2
18, 2
18, 2
16, 2
17, 1
18, 1
17, 3
17, 1
17, 0
18, 0
16, 0
16, 0
16, 0
16, 1
16, 0
15, 0
15, 0
14, 0
14, 2
13, 0
14, 1
14, 0
15, 0
12, 0
12, 0
14, 1
14, 2
14, 1
15, 1
14, 1
15, 0
16, 1
17, 0
17, 0
16, 0
16, 0
15, 1
15, 1
15, 2
16, 1
16, 0
16, 0
16, 1
17, 1
14, 0
14, 0
14, 1
15, 2
14, 0
14, 0
15, 0
15, 1
16, 1
17, 1
16, 0
17, 2
15, 0
16, 2
16, 1
16, 1
14, 0
15, 1
13, 0
14, 2
15, 3
16, 1
16, 1
16, 1
15, 2
14, 0
12, 0
12, 0
12, 0
12, 0
11, 0
11, 0
11, 0
9, 0
10, 1
9, 0
9, 0
9, 0
9, 0
9, 2
11, 1
11, 0
11, 0
11, 0
10, 0
10, 0
10, 0
11, 1
11, 1
13, 1
14, 2
14, 1
14, 0
15, 1
16, 2
15, 0
15, 1
16, 1
16, 1
16, 2
15, 1
15, 0
16, 1
15, 1
15, 1
16, 1
15, 1
16, 1
16, 0
19, 1
20, 2
18, 0
18, 1
18, 1
18, 0
19, 0
19, 1
15, 0
16, 1
17, 2
18, 1
20, 1
18, 1
18, 0
15, 0
16, 2
17, 2
11, 1
13, 0
12, 0
13, 0
13, 1
14, 1
15, 1
14, 0
15, 1
16, 1
15, 0
15, 0
15, 0
15, 0
15, 0
16, 0
16, 3
17, 1
17, 1
18, 1
18, 0
18, 1
17, 0
18, 1
19, 1
17, 0
18, 2
18, 1
19, 0
18, 0
18, 1
17, 1
17, 0
17, 0
